"Scan","Time(sec)","O 130.603","Ar 425.118","Cl 134.724","Cl 135.165","Cl 136.345","Cl 133.573","Cl 139.653","Br 154.065","Br 153.174","Br 148.845","Br 144.990","Br 157.480","Br 163.340","I 178.276","I 142.549","I 161.760","I 183.038","I 179.909","Analog_Temp"
1571,157.1,8636,2276017,4531,4133,3406,3558,-479,-943,292,886,-1174,1351,-1121,312,-4918,-165,259,3867,-62330.9611509435
1572,157.2,2007,2328684,2360,3091,3232,-240,382,-834,2742,-1423,1526,-556,-2973,-1115,219,3869,-848,1014,-62330.9611509435
1573,157.3,10852,2235973,9521,10913,8143,6499,-316,804,-1561,290,-887,-1159,-371,724,-1913,3004,3873,186,-60940.8625590605
1574,157.4,2282,2264617,379,-846,248,-233,-980,-2103,-2016,-4855,1141,-1524,307,-869,-845,1999,463,-3227,-60940.8625590605
1575,157.5,3212,2253447,200,-420,1545,461,1150,2334,-940,-1360,-428,1934,-1197,1411,318,994,453,-2346,-62330.9611509435
1576,157.6,4430,2258015,5670,-429,2127,-281,-2251,-66,-4393,886,3562,1747,1151,908,1316,715,1527,188,-61288.3872070313
1577,157.7,1478,2284184,3667,1069,2532,724,-53,1608,264,-39,225,689,-3393,-1325,-162,2428,-1871,-375,-61983.4365029728
1578,157.8,6457,2281979,2230,5782,5306,3335,1635,1546,1311,200,-2602,-748,4583,-2256,3535,3151,-14,-2743,-61983.4365029728
1579,157.9,5196,2304143,1386,1424,4994,3926,3726,-2831,3731,-4043,1948,1813,-480,-946,3224,771,-1016,-1262,-62330.9611509435
1580,158,5437,2254052,5564,4672,6878,3784,5025,-2575,-615,527,2046,-424,760,-1807,-5802,-506,2084,-2762,-60940.8625590605
1581,158.1,6398,2248819,5750,7094,5949,5487,4426,-142,-3807,1491,-1377,-810,-514,-2009,1047,2350,3043,-2871,-60940.8625590605
1582,158.2,3182,2256287,512,-693,-1382,-1959,-3394,4092,161,-1839,169,1020,4249,4306,-891,146,-1849,2424,-60940.8625590605
1583,158.3,4169,2261360,4475,54,5885,-2783,893,-3437,997,-1157,1044,-388,-3518,2165,-1269,-325,506,1467,-60940.8625590605
1584,158.4,3577,2282770,6111,3403,71,1460,667,2939,-421,1948,4716,2423,-662,-316,-2643,3903,2197,675,-60940.8625590605
1585,158.5,3434,2296575,5275,3833,5775,-521,1608,1409,1486,-1152,-1844,3144,-268,1711,-2040,2041,725,2397,-61288.3872070313
1586,158.6,3038,2273994,4513,3864,-1169,-240,3683,-1236,-6016,-184,2484,601,-2129,3709,-1393,1771,335,3151,-61288.3872070313
1587,158.7,3085,2250935,-369,-1633,1637,960,-811,-4221,-2862,-254,1534,-1382,4829,4919,2018,-1107,-845,-1980,-61288.3872070313
1588,158.8,-1520,2259694,6130,2628,-671,3527,-2526,-73,-2603,-1268,2969,955,3100,669,91,2354,2754,796,-60593.3379110897
1589,158.9,5785,2235414,10462,8599,9951,6774,-1402,-205,-756,-1552,-1411,6781,3690,1517,1585,-1187,1565,-157,-60940.8625590605
1590,159,5083,2288011,3247,5270,5489,3213,-2039,2013,-722,1876,1762,-6703,2186,1757,-542,3424,838,760,-60940.8625590605
1591,159.1,7371,2268881,3756,8406,5567,5200,398,-2209,-779,3099,-451,3733,-2586,-3272,-4331,2151,-878,-565,-59898.2886151482
1592,159.2,7342,2321483,13755,6245,9400,9485,4014,-3692,-235,-2335,2505,-3775,-800,-1708,-657,-509,4500,1991,-59898.2886151482
1593,159.3,3813,2228613,3406,-984,2268,2896,969,-3878,-3031,781,1391,4219,-1458,26,-3954,1722,-2371,-658,-60245.813263119
1594,159.4,7139,2261522,7918,4834,2447,4993,-654,-1196,325,396,2974,1790,-879,-1888,-1012,3537,389,-1223,-60245.813263119
1595,159.5,-777,2255865,3078,-1559,2775,1599,-2374,-836,-2143,-889,592,-85,2302,2653,-441,-917,314,128,-60245.813263119
1596,159.6,5831,2250802,9056,7144,6063,3596,2598,1992,549,-1453,198,1487,1473,374,-1396,3759,2611,1527,-60245.813263119
1597,159.7,-75,2275448,4288,2858,1375,-207,4216,-1319,2537,178,2766,-2498,-4071,-1076,-209,5092,4284,1526,-60940.8625590605
1598,159.8,3370,2263658,2969,3294,3444,4216,1162,226,-2059,-1942,1597,-577,395,8,2140,224,1161,-3674,-60940.8625590605
1599,159.9,4968,2308987,8720,2248,3559,4183,-139,2535,-183,-2040,-102,4584,-2992,-1542,1953,3527,-185,-3759,-60245.813263119
1600,160,3792,2246155,3330,5650,3663,3433,4660,1971,323,-1063,1256,-349,-2776,4028,3787,817,2403,-2607,-60245.813263119
1601,160.1,1785,2262548,1118,2026,-1028,134,-2150,-593,-3265,-435,-34,-2244,-2687,2009,5582,1640,75,2200,-59550.7639671775
1602,160.2,442,2255359,165,-4230,-2974,-1707,4878,-720,-1834,1770,-1003,-1622,-1279,547,2004,-97,3821,-6382,-59550.7639671775
1603,160.3,11450,2249519,9359,7310,9421,8013,1207,2823,-1664,1275,-1059,-1288,-119,2695,2911,3131,1407,-1459,-58855.7146712359
1604,160.4,4827,2276015,4638,2571,1885,1884,20,-2169,-2574,1810,857,948,-1864,1214,5154,-1244,-810,-150,-58855.7146712359
1605,160.5,5753,2301054,6159,4758,5828,5894,1713,2977,-2975,1044,903,1076,-1095,3264,-2941,-1757,657,231,-58855.7146712359
1606,160.6,2602,2269102,1878,1119,1727,3160,-498,-369,2873,-880,2835,1259,-1663,-2208,-2435,3410,2183,4193,-59203.2393192067
1607,160.7,4384,2251898,4679,2943,4863,6045,2058,1942,2429,1670,3107,-531,-1165,-1520,4194,5249,4829,-594,-59203.2393192067
1608,160.8,6711,2239898,2340,910,2913,3002,-167,-567,1862,-4472,1396,-4694,505,-174,733,2101,-81,2367,-59203.2393192067
1609,160.9,1360,2243021,7198,5172,3503,-921,-852,-4165,1707,3650,2053,-1922,-797,2107,-2348,1478,2622,4410,-59203.2393192067
1610,161,2342,2301059,-1093,-2520,-3763,-1787,372,-128,1414,-2785,750,-2370,-2269,-311,-2653,1067,1148,-97,-59203.2393192067
1611,161.1,8901,2252898,9612,10967,9107,7547,1444,-234,-3520,-3358,994,403,-2394,325,-3536,5439,-432,-1912,-58160.6653752944
1612,161.2,9812,2325475,9756,12144,8896,7898,1212,-885,1174,-1607,1529,-2336,2854,-3395,1099,2674,-2774,-2030,-58855.7146712359
1613,161.3,6473,2232584,6462,2810,1120,4168,1125,-2358,-3165,997,-1160,-1032,48,-1128,-239,-2251,1686,-535,-58508.1900232652
1614,161.4,5600,2265138,7973,1343,3931,4312,661,92,1822,-1318,953,-2647,-355,14,3975,686,7371,-2160,-58508.1900232652
1615,161.5,5963,2253322,9219,5371,6612,7250,-2741,-240,904,-789,1743,-7476,887,-306,-956,-334,804,399,-58508.1900232652
1616,161.6,-224,2261509,1686,3040,-899,-3372,-1571,-343,1983,-850,1404,-3753,-1814,-1239,-3444,3869,1479,-255,-58508.1900232652
1617,161.7,8519,2280801,7186,8985,4495,6538,3201,2808,-1298,-2118,24,1985,-2716,-319,-748,489,1446,-466,-57465.6160793529
1618,161.8,1535,2275782,2204,-3613,2653,2901,1205,-3700,1123,2680,5265,-363,-4708,-1589,-4628,2263,2134,-356,-58160.6653752944
1619,161.9,4041,2293526,2698,2201,215,1136,360,3359,-301,-4055,390,497,2761,-1161,368,1233,504,-580,-57813.1407273236
1620,162,5264,2258367,9821,4572,3427,3261,-1367,5231,2534,2901,-1592,1426,213,469,3382,3251,2377,-702,-57813.1407273236
1621,162.1,1692,2252423,4394,5024,3339,197,-101,-2390,1501,-3179,259,1300,-896,1456,137,591,3445,-3296,-58160.6653752944
1622,162.2,5235,2230143,1582,4839,2448,1538,2560,3710,2056,4940,1871,0,-5078,545,1126,-1089,-43,1513,-57813.1407273236
1623,162.3,-1243,2277324,-144,-3356,-5265,-4217,760,-2170,-2556,867,1615,2287,-5072,-3102,-3913,3959,3745,-449,-57813.1407273236
1624,162.4,4128,2277737,6334,4227,3805,3965,-1711,619,-897,-1889,1707,-525,602,1677,-293,2760,4267,-1505,-57813.1407273236
1625,162.5,8528,2309722,4692,4345,5721,4246,1814,1148,5370,1976,-202,-4579,-1517,-1089,-1459,204,3781,-4115,-57813.1407273236
1626,162.6,3317,2251776,3495,501,547,1305,-2091,-110,-659,1956,1683,-1527,-2856,-2056,466,1968,4708,-1086,-57813.1407273236
1627,162.7,1586,2266393,3599,321,2583,-762,-865,4983,2902,-41,-230,689,-2976,161,-1356,3943,2035,454,-57813.1407273236
1628,162.8,1068,2247710,1634,11,2474,-850,1620,-150,-479,1006,6,-2064,1220,-616,-138,-468,2198,4826,-57813.1407273236
1629,162.9,1784,2254150,542,-3462,-1500,722,-3147,-2684,-993,2161,-546,-1858,-817,-1951,-2912,4199,581,159,-57118.0914313821
1630,163,2884,2308599,-1168,2164,4633,2667,-8650,-1641,2325,336,-2557,2106,-1010,-74,2653,709,3909,1200,-57118.0914313821
1631,163.1,10746,2277263,9437,3645,10296,9387,3669,-2670,338,472,-1371,1941,112,-1328,-220,-592,-261,-1210,-57465.6160793529
1632,163.2,4209,2325811,5231,7121,3657,5462,-442,3162,-176,-3355,-493,-1168,-170,-3956,-4938,3942,3624,4766,-57465.6160793529
1633,163.3,994,2235144,2087,565,1746,1469,-1652,74,-33,-1861,57,-3321,-5013,1039,503,239,884,-2339,-56423.0421354406
1634,163.4,7553,2275412,12778,9081,8643,8766,926,-339,-3390,-2536,-3080,-3075,-299,537,-1103,1509,2753,-633,-56770.5667834114
1635,163.5,3808,2248307,4056,194,2471,3134,-1615,2841,-3110,-1323,878,1290,-728,-912,2050,685,3020,734,-56770.5667834114
1636,163.6,11889,2251798,10931,10575,11076,5647,-1782,415,924,933,-1866,-468,3862,2059,-1580,432,3298,-374,-57118.0914313821
1637,163.7,2710,2278927,3648,1563,-1209,966,671,-3932,-1714,-684,236,-73,631,-2994,-441,26,2302,-2575,-56423.0421354406
1638,163.8,2080,2277314,1851,-405,1470,1083,-967,3981,-3550,-474,2832,1289,925,-1032,-12,2783,-1407,1952,-56423.0421354406
1639,163.9,3722,2308848,5202,2732,3575,1513,2298,-1603,-1688,-2897,45,-231,1097,79,1606,2465,-395,2837,-56423.0421354406
1640,164,6783,2265128,6325,940,2359,3527,-1969,749,369,-3307,-934,2759,2297,1892,26,-1492,-1131,479,-56423.0421354406
1641,164.1,10530,2265133,12557,9369,8221,6211,-364,1836,2424,-828,411,26,-2513,581,-18,-1702,-661,-3354,-56423.0421354406
1642,164.2,-2727,2242371,-1526,-340,-415,-3389,604,-103,-2281,1663,3077,-1243,-2847,1623,-1831,216,1472,624,-56423.0421354406
1643,164.3,1546,2265323,5405,-1200,948,1877,1377,2691,-2419,2617,819,-5697,-1998,2011,1231,376,4624,-3565,-55032.9435435576
1644,164.4,5652,2279276,8247,2789,4330,4147,2541,-6,-3578,-1847,2231,-1716,-2680,-780,-1996,2333,1747,2547,-56423.0421354406
1645,164.5,6034,2316276,3422,5657,5043,3351,2661,363,761,-832,2731,1131,672,-176,-855,860,2832,-1538,-56423.0421354406
1646,164.6,8228,2273043,8855,4536,6699,4646,-735,2772,1036,-688,491,3464,3718,-1804,3657,-2085,141,-1923,-55727.9928394991
1647,164.7,6196,2272607,7723,4627,6959,5099,844,834,1032,895,-2830,-1363,-2967,-520,-86,-1109,-1707,654,-56075.5174874698
1648,164.8,9978,2248623,10090,9349,8775,7236,-1058,-2530,-2695,1830,1901,2320,-6263,-1591,-2550,-2967,323,3162,-55727.9928394991
1649,164.9,4553,2254322,3036,3695,4384,248,2954,-3143,-660,-2727,-715,-1780,-510,3557,-62,1910,3286,-388,-56075.5174874698
1650,165,4578,2323519,5616,2581,1949,5682,-185,-1509,602,-2108,-19,1887,2123,2612,-3663,297,2627,2037,-56075.5174874698
1651,165.1,3616,2254240,5600,1665,866,3503,728,2343,4784,1688,-2755,1338,-433,15,34,-352,-242,-761,-55032.9435435576
1652,165.2,10034,2314154,7903,6255,5860,9350,-679,415,2633,-1859,-1954,-2008,1617,-1798,998,1283,626,-1613,-55032.9435435576
1653,165.3,8648,2235519,7421,10673,5245,7419,1486,1683,-15,-868,5441,-3123,1208,2723,1343,-1796,-2057,373,-55727.9928394991
1654,165.4,5564,2270671,5958,8135,6223,5054,2626,-2205,-1856,1321,945,2220,-514,4823,-3270,-911,-2646,-2404,-54685.4188955868
1655,165.5,2070,2259262,2676,-253,1231,4998,-231,3933,-313,-2745,938,2940,1544,1424,-48,3264,-1679,-2736,-54685.4188955868
1656,165.6,827,2249146,678,-2167,-953,-3683,-1621,-1471,-266,-706,-363,1209,2820,-1509,2444,2253,2450,1915,-55380.4681915283
1657,165.7,5370,2287304,10658,2458,3567,4964,-458,1794,1204,-855,1913,-2888,2781,1943,-129,2292,259,-1376,-55032.9435435576
1658,165.8,4271,2297679,3642,5236,4671,2654,796,-431,4581,-2823,2564,-2149,724,1270,819,-3285,4268,348,-55032.9435435576
1659,165.9,4584,2271046,6429,3724,1412,893,778,-4464,1759,2444,2252,-580,-1390,1148,-5,784,3539,-2053,-55032.9435435576
1660,166,431,2257625,-434,1114,2511,2489,3641,-4023,-3745,-1627,2197,-959,-576,938,4501,1362,-3651,1117,-55032.9435435576
1661,166.1,1446,2265418,6611,6678,5117,5010,-2622,1115,-1515,-3129,2466,-3137,-110,-2359,3233,2655,405,-450,-55727.9928394991
1662,166.2,8630,2229859,12190,8378,5310,9051,5290,3736,-1632,-3063,1667,-566,-489,-226,2526,3942,2672,-1583,-55032.9435435576
1663,166.3,3418,2272990,1143,2040,-394,-828,1694,-2044,447,497,-1561,98,951,3095,656,1665,1641,426,-55032.9435435576
1664,166.4,4368,2286079,6516,3618,3195,2551,585,-2826,1473,2420,35,-2624,-4802,-1241,738,2888,894,-231,-54685.4188955868
1665,166.5,9291,2317856,6177,8093,4812,10393,2073,1374,819,593,1028,2195,-1776,4011,2693,2850,777,-1250,-53990.3695996453
1666,166.6,9138,2267197,4801,6030,6762,2948,1180,-2445,-1591,292,-682,-83,-1494,-1281,-2208,1335,920,466,-53990.3695996453
1667,166.7,3797,2247992,6550,2929,823,2572,-4596,988,-1077,345,-570,1666,-700,99,-586,2795,2526,712,-54337.894247616
1668,166.8,6527,2249814,4282,1806,9075,3821,946,-270,-3083,1030,254,4737,-1423,-13,-1431,2083,2289,-321,-54337.894247616
1669,166.9,2144,2267276,5685,458,1815,5707,1485,-1860,-1747,-142,-765,12,-1685,-574,2198,-944,6131,1844,-53642.8449516745
1670,167,5986,2283236,10119,5485,3901,2084,1619,-1801,-3465,1253,-422,-3040,-3187,1645,1029,273,-1429,2140,-53642.8449516745
1671,167.1,2059,2284615,-2293,-1588,-1577,547,1206,437,-905,-3245,-1587,2141,-389,4242,301,1656,2518,3323,-53990.3695996453
1672,167.2,7320,2304849,3725,8154,3469,4908,-1331,961,1383,1537,-291,-414,787,2656,-1140,1625,1242,2313,-53990.3695996453
1673,167.3,4449,2254525,3594,6829,2815,3480,1899,3132,2509,-2262,2386,-816,615,-1580,460,-2296,-3679,151,-53990.3695996453
1674,167.4,5759,2265796,9791,6044,6568,6245,-228,1156,255,-363,-52,4755,-892,-686,-2885,-850,1916,266,-52600.2710077622
1675,167.5,2966,2272025,2682,4343,5533,-41,-2422,2338,-173,4285,23,3190,-277,1539,1867,2294,-336,-141,-53990.3695996453
1676,167.6,1507,2266261,5897,2590,1431,2391,-4933,-612,2601,-880,346,1529,-4387,-1529,-2144,-53,3533,587,-53990.3695996453
1677,167.7,6807,2291981,4990,4886,6109,3474,5838,2063,-733,4026,-666,-2037,12,-781,-809,4899,-1524,-1230,-53642.8449516745
1678,167.8,9920,2290647,8621,5081,11974,8310,224,2571,443,861,3403,-3025,1407,1401,-1492,762,2555,3009,-53642.8449516745
1679,167.9,5358,2268119,3298,-21,3297,-447,-1286,-2010,-1805,1780,1236,2272,-1360,1390,2339,-289,1946,1092,-53295.3203037037
1680,168,2769,2243336,-1237,760,15,-1745,1155,5941,2510,-2340,-933,3790,3078,606,732,-2096,1070,-804,-53295.3203037037
1681,168.1,3327,2275307,3485,926,710,1676,-1231,-3133,1774,-769,2140,-3720,-668,72,1307,-934,-505,-2494,-52947.795655733
1682,168.2,7158,2215701,7496,3750,5794,6307,-1771,-2993,1743,1197,-126,-1246,-3828,132,783,-2362,2883,1075,-52947.795655733
1683,168.3,-1698,2278660,3312,425,1437,3346,-2537,-165,-289,-3913,1583,-1833,-1204,-1436,-3035,368,-1379,614,-52947.795655733
1684,168.4,45,2272047,53,-1746,-2555,-2725,825,675,3410,-2228,1862,3021,-427,-1059,-1094,-262,811,1351,-52947.795655733
1685,168.5,7645,2331608,5856,4569,3942,3194,-2632,-2017,22,834,2362,-2597,-1110,2804,521,1829,-2097,2392,-52252.7463597915
1686,168.6,6050,2246998,7035,330,1526,2572,-1423,1722,-4776,-1991,-695,-5067,863,2297,1636,16,-2838,580,-52252.7463597915
1687,168.7,6332,2255962,9920,1823,6061,5361,-1294,-1230,-1791,2858,1711,-1407,342,1680,3249,-322,2776,-650,-52252.7463597915
1688,168.8,5019,2231177,6892,6470,6091,5911,-2458,-2597,3184,-964,3595,-3004,-596,-5774,891,1694,3189,1232,-52252.7463597915
1689,168.9,2347,2273982,4756,2054,1363,582,168,2024,-1321,153,3340,3978,3086,-2579,1671,1561,1173,-1017,-52947.795655733
1690,169,6319,2293063,4796,2831,5222,4113,1784,1106,-1440,-851,1398,1990,27,2385,722,997,4209,1139,-52947.795655733
1691,169.1,6406,2274071,6192,7160,3811,6281,629,256,-171,409,-914,-1304,357,44,1300,3676,-488,126,-52600.2710077622
1692,169.2,10927,2290525,7996,7487,7271,9237,1251,-5613,-39,2017,1723,-2078,3781,3297,-4033,-1526,3071,1431,-52600.2710077622
1693,169.3,4254,2263128,495,816,2834,3551,-2026,-3397,2496,-360,496,1008,3592,691,-3202,-594,-3000,-270,-52252.7463597915
1694,169.4,5026,2262166,8132,2351,-1738,4268,-1066,3962,-97,521,2104,2500,-135,555,922,710,-847,-123,-52252.7463597915
1695,169.5,2946,2259935,4308,5357,5057,4124,-1507,2469,1004,-1578,868,-1387,-527,108,-317,117,1199,-1043,-52252.7463597915
1696,169.6,8012,2281201,8395,4117,1553,6095,1166,2784,460,-1005,1674,3785,-2098,-730,1021,-148,307,-158,-52252.7463597915
1697,169.7,-2256,2277035,1095,2778,1284,-338,3424,2230,-558,461,-1010,-1857,-1864,-892,-1952,351,64,-2552,-51557.6970638499
1698,169.8,-821,2305038,2030,1918,-956,517,-676,343,831,4301,-1149,-955,-55,-3888,-889,1565,3317,-62,-51557.6970638499
1699,169.9,2186,2281125,4286,4423,1489,3124,67,-2692,-510,-1189,3496,1556,1278,3009,1744,-492,4153,-2014,-51557.6970638499
1700,170,5375,2269560,5693,2955,2394,3072,-1678,3688,-2211,-27,-118,1458,-3596,1281,4326,-2354,125,2563,-51557.6970638499
1701,170.1,438,2248644,444,303,-1306,-833,2900,-935,-184,-645,3181,4716,-2243,-1528,38,-319,343,621,-50167.5984719669
1702,170.2,-9,2229922,3495,-2276,18,-2027,-3785,1350,-905,277,-479,1513,2729,-869,128,241,253,-2345,-52252.7463597915
1703,170.3,5496,2285662,2710,3645,778,4322,1425,58,-2351,1062,-460,1229,-622,1226,-114,3552,-1549,1396,-50515.1231199377
1704,170.4,1200,2269664,3816,2197,-1318,1986,1857,1884,-620,44,3155,2265,634,1284,46,2249,-1207,-255,-50515.1231199377
1705,170.5,1661,2332854,4351,-621,2851,995,5516,756,1477,901,5338,-1964,-661,-1607,-1273,-262,1782,1014,-50515.1231199377
1706,170.6,4373,2243403,4459,647,2614,4461,-3645,533,3404,-921,2393,3090,-1956,4176,-1217,-1815,-301,789,-50515.1231199377
1707,170.7,8093,2262461,5076,7133,7899,7154,-344,-557,1823,993,867,-869,954,-1993,-1640,2669,7064,-742,-50515.1231199377
1708,170.8,884,2224082,1702,-1370,808,-3552,-1000,274,-3308,-713,2422,-765,819,1336,-2821,-253,-2815,1981,-51210.1724158792
1709,170.9,-530,2258955,3445,-595,-683,-1860,-1237,1827,1892,325,3279,-746,510,1146,-131,2223,1194,-3169,-51210.1724158792
1710,171,6317,2286329,5315,3277,4836,4251,940,257,1293,-817,336,663,-1552,428,3882,828,1151,255,-50515.1231199377
1711,171.1,5311,2281560,8796,4040,3095,4246,396,-2772,-813,400,264,724,-2945,5167,-997,2131,1939,833,-50862.6477679084
1712,171.2,4651,2304991,3203,-1032,3329,1273,-800,-1676,-873,-2166,114,-767,-4167,-1165,131,567,-236,-702,-50862.6477679084
1713,171.3,4231,2242468,7252,3793,1618,1110,594,3088,-4124,-816,871,-1020,-2360,3082,-429,702,3529,-2144,-50862.6477679084
1714,171.4,1104,2274245,2223,-554,1240,1892,-2190,691,1948,-600,2717,361,2255,-233,3075,-343,-1333,1842,-50862.6477679084
1715,171.5,7174,2247635,10642,10483,10922,8943,1161,2033,-857,-704,3960,-588,-2238,5663,-1467,-644,2310,-1707,-50862.6477679084
1716,171.6,3738,2281997,4744,9109,4773,2611,114,-1597,-1804,4090,2060,3778,-3723,-1945,-2303,5045,1071,-825,-50515.1231199377
1717,171.7,4557,2286298,47,604,-1367,870,-1505,-1659,-3669,1320,351,-1359,1098,761,-1402,-305,2042,-2293,-50167.5984719669
1718,171.8,6461,2306356,8246,7334,7921,8765,-985,-3464,-27,4476,605,-1592,-2026,1457,-687,-730,-1173,236,-49820.0738239961
1719,171.9,8845,2273073,6856,6862,8220,8399,-2190,-1854,1483,-144,2465,1439,321,-1424,-2706,1694,3542,3016,-49820.0738239961
1720,172,2099,2261886,2316,-663,-280,-2574,-440,-2170,1080,1112,-1002,5971,-265,-1239,-47,2959,2189,-1434,-50167.5984719669
1721,172.1,8666,2281482,9498,6264,7947,5113,-847,-74,2984,762,521,-2520,-318,270,-1281,294,5654,4853,-50167.5984719669
1722,172.2,1994,2218670,6217,455,1795,825,-686,3328,-3806,879,3532,2759,-2551,1756,-953,-3413,2955,-2242,-49472.5491760254
1723,172.3,2832,2304375,3925,594,1725,1357,3637,993,874,1258,-1024,-2755,3668,1396,1101,-1672,3233,4344,-49820.0738239961
1724,172.4,10773,2301413,7509,6685,8735,6891,1974,-2853,-1565,2619,3435,5314,1797,-3280,1006,2045,-1372,-267,-49125.0245280546
1725,172.5,7108,2331711,4446,6711,4254,3498,401,4014,-944,107,-135,-2697,-2269,-714,-1781,4927,-2060,1289,-50167.5984719669
1726,172.6,1657,2241593,5994,5120,2486,1252,-1252,-472,-841,-1887,2644,1592,-3169,2295,-849,2983,-2489,3435,-50167.5984719669
1727,172.7,5246,2278229,8079,5039,3713,5030,1451,1610,-345,1256,83,3932,3145,-2509,231,1575,-717,2099,-49472.5491760254
1728,172.8,2323,2252501,6085,930,1293,1008,401,-3002,-829,809,-930,-347,-82,-1529,-1148,159,-948,-1309,-49472.5491760254
1729,172.9,2010,2265430,4388,3410,1802,1087,3508,-437,-2398,-2447,420,-328,-3439,-2178,3120,-440,-1623,926,-48777.4998800838
1730,173,5956,2290927,5523,4484,4703,7185,-1736,1165,-4368,1563,182,-1594,-253,6992,232,664,427,3523,-49125.0245280546
1731,173.1,3724,2268991,4169,6162,2495,7880,-2095,3082,443,2260,-914,-3839,-23,89,-43,1768,3277,1596,-49125.0245280546
1732,173.2,4686,2320702,6304,1906,1947,2965,-142,-483,-3512,-767,-984,261,-3851,-568,-460,-490,2917,1998,-49125.0245280546
1733,173.3,6591,2254507,7047,4583,5007,3139,-301,-2218,1830,472,424,-620,-1166,396,-1554,2433,1677,-1562,-48429.9752321131
1734,173.4,2235,2241905,1413,-1069,-2708,-3107,3616,1647,-3166,4260,3518,1695,-4599,-288,1804,4838,2188,2048,-48429.9752321131
1735,173.5,8270,2260922,3360,4718,7118,4727,-627,1684,-2077,-1241,-493,1481,1998,1296,-927,1311,-2026,-1410,-48429.9752321131
1736,173.6,3533,2264966,7224,1090,1093,4341,3408,-256,904,2226,-555,1604,1227,4,560,-2838,4569,2832,-48429.9752321131
1737,173.7,1063,2270658,4402,-124,2063,2549,-2825,2662,1095,3400,-787,2224,-641,-4238,73,-987,731,-699,-49125.0245280546
1738,173.8,2479,2299884,7094,2915,1880,3378,1625,-689,279,-3680,1804,1508,-841,-2009,709,739,3522,-365,-47387.4012882008
1739,173.9,7846,2264461,9389,5648,5288,8397,620,-3178,2106,-463,-1512,539,-806,1253,-1441,309,-218,-2997,-47387.4012882008
1740,174,2060,2247598,3683,4072,5994,-70,-1209,-4414,-1794,-2902,4132,3670,1181,-1574,-298,3034,5134,665,-48777.4998800838
1741,174.1,13057,2267590,12448,9240,8112,6426,-901,-2146,-1217,-1016,935,1734,-1621,-680,-107,2340,-2170,607,-48429.9752321131
1742,174.2,5419,2234699,6185,5258,5701,5404,-606,14,1481,3648,663,-3035,-1592,-3906,491,2471,-314,1772,-47734.9259361716
1743,174.3,7601,2316168,8510,2632,7974,7445,-2886,-1985,897,3215,565,-5083,3903,-1989,-1879,-3288,188,503,-47734.9259361716
1744,174.4,4609,2278800,9778,4126,3275,3859,321,-1470,-2515,2995,2348,-832,344,-2189,4666,-137,3491,3546,-48429.9752321131
1745,174.5,1232,2341097,2816,-2013,1177,-1736,-988,-697,-468,931,371,-87,-280,1943,-1351,3154,6457,1411,-47387.4012882008
1746,174.6,-3508,2227139,-219,465,1601,-827,-1118,-833,-636,2626,5254,208,1182,2845,-412,2383,-3449,-1207,-47734.9259361716
1747,174.7,8967,2276155,6078,2722,4527,2600,-4023,-574,-2616,2781,818,-1020,458,-630,2414,-763,3399,3346,-47734.9259361716
1748,174.8,7861,2252772,11181,5687,8181,9634,2387,3156,-1245,-582,351,-1249,-2583,2387,215,2328,-2267,392,-47387.4012882008
1749,174.9,1724,2255578,4650,-1758,2108,-2817,-3747,1673,-1479,951,2060,-2752,-3534,-2927,-1150,-2420,338,-900,-47734.9259361716
1750,175,4785,2279957,2144,5311,3467,4526,-1096,-853,368,-1702,461,812,2301,1032,-1935,1280,7516,-2905,-47734.9259361716
1751,175.1,3329,2261590,3152,4410,2796,4496,-3179,-2447,-2038,-722,560,735,346,-875,-2289,2713,-841,-1413,-47734.9259361716
1752,175.2,-1650,2299269,-2078,-7049,-1537,-2369,-231,41,-695,1904,730,-5130,-2276,644,-1459,3018,-132,-905,-46692.3519922593
1753,175.3,2050,2250720,749,-953,-159,-649,-2564,-987,2717,4053,1691,-1054,-3156,2295,-3597,5394,-85,-1889,-47387.4012882008
1754,175.4,933,2264793,141,497,-3625,-1519,759,-4555,1809,106,-624,183,1461,5434,3006,4585,-1155,585,-47387.4012882008
1755,175.5,513,2244856,-2374,-2528,-1841,-3764,743,1012,-1835,708,-1483,-2349,-1626,-3669,249,22,772,-2354,-47387.4012882008
1756,175.6,8279,2278248,3321,1819,354,1772,2224,-1604,-1872,-1166,-2865,2015,-179,-1812,-2154,943,-1318,-2023,-47039.87664023
1757,175.7,4708,2281316,4138,3461,59,3746,1310,-2596,-1892,-1925,-787,1137,-1962,-1672,288,-1206,292,-4188,-46692.3519922593
1758,175.8,5095,2285953,7387,6972,6481,1983,3777,-1954,-2763,-663,2221,147,1313,2671,-482,4327,165,1992,-47039.87664023
1759,175.9,9369,2258516,12254,5048,9380,3277,923,-231,-2350,-863,-3041,-3660,-5594,1446,728,-4539,3003,5014,-47039.87664023
1760,176,7267,2252356,3158,6568,3120,4772,-3131,-874,-3209,-1646,1294,484,-3329,777,1003,5053,2165,3891,-47039.87664023
1761,176.1,8456,2256117,7147,8270,4265,3995,1086,587,-1918,-459,5078,-2808,537,3118,-874,-1698,1041,-460,-46692.3519922593
1762,176.2,3977,2243002,3079,1427,2529,4852,2156,-4245,480,-1474,2376,619,-2054,1584,-3161,949,1755,2045,-46692.3519922593
