"Scan","Time(sec)","O 130.603","Ar 425.118","Cl 134.724","Cl 135.165","Cl 136.345","Cl 133.573","Cl 139.653","Br 154.065","Br 153.174","Br 148.845","Br 144.990","Br 157.480","Br 163.340","I 178.276","I 142.549","I 161.760","I 183.038","I 179.909","Analog_Temp"
1763,176.3,6508,2297996,4352,5393,4670,6647,3174,752,-773,2857,1483,2357,95,-1801,2126,2234,1282,1407,-46344.8273442885
1764,176.4,6736,2279231,5548,3888,3718,-273,1286,-1135,1393,1755,-264,-2262,-1796,1408,-2667,2704,11,-2040,-46344.8273442885
1765,176.5,7711,2332139,11919,7918,7406,6067,1486,-4914,-897,-648,648,886,1953,-3945,-335,232,1775,505,-45997.3026963178
1766,176.6,2958,2238568,1333,3086,-1779,2151,1569,-1599,-2153,-147,1402,2468,-2803,3504,-1662,3246,-778,-1206,-45997.3026963178
1767,176.7,2144,2269248,-356,-2697,-1760,326,-2539,2462,-1252,1668,-1952,-4508,-3486,1160,-749,-1373,2831,-318,-45649.778048347
1768,176.8,1705,2260720,9873,4532,1813,1385,-598,-90,-889,1511,2406,377,18,275,185,1466,-103,666,-45649.778048347
1769,176.9,3759,2240488,5399,6582,3125,4516,-831,-1935,1738,3007,2103,-782,2702,-2102,630,2103,4010,-2144,-45302.2534003762
1770,177,4371,2307463,3734,4584,2726,2850,-1016,1039,584,-1455,-732,3456,-3133,-3039,-1094,1428,408,-1959,-45649.778048347
1771,177.1,2371,2278471,2317,442,4121,2865,681,-3452,2590,231,-4682,-1466,-2799,3142,-1152,1243,-130,-2089,-45302.2534003762
1772,177.2,12260,2314684,9336,9028,6953,10515,-354,1434,-1950,653,1089,-4242,330,-1557,-1173,2564,2630,-357,-45302.2534003762
1773,177.3,3407,2259089,2744,3106,-794,-1822,-726,996,921,3530,2211,1794,2093,4559,-721,1591,-524,1127,-45302.2534003762
1774,177.4,5988,2265946,6350,2712,-1826,3401,-124,3140,6076,-1345,-319,1237,-4619,-3174,3524,1840,-820,1077,-45302.2534003762
1775,177.5,3478,2251469,8185,1756,3164,4208,-1759,-642,-2243,-425,-1139,18,-2275,-766,-1647,-2255,3649,-211,-45649.778048347
1776,177.6,10214,2282360,9535,6111,7953,5999,-545,-868,190,194,-203,275,4926,5311,-2634,3803,4176,5751,-45649.778048347
1777,177.7,3463,2285408,4041,3540,184,1459,1772,-3540,-2116,2151,188,-482,2064,6102,-593,-781,1949,-982,-44954.7287524055
1778,177.8,3772,2320526,352,-289,897,2726,1409,-124,-1076,-588,-1363,-918,1936,118,-1731,1323,929,481,-44954.7287524055
1779,177.9,1732,2269460,856,188,-1302,-2141,-2021,873,5477,-5182,3774,-1372,-2174,717,912,116,-680,1081,-44607.2041044347
1780,178,7008,2250513,6580,7773,6779,1899,-1695,327,990,372,-1264,1501,-1957,600,456,3056,-2157,885,-44607.2041044347
1781,178.1,4846,2242480,675,4855,1709,297,686,-683,-1732,722,1268,-3983,-5682,760,1467,4447,-1616,-1654,-44259.6794564639
1782,178.2,4891,2262361,7359,10265,2743,5356,348,38,1587,-2489,-878,-3989,-411,2504,2325,1582,-551,-698,-44259.6794564639
1783,178.3,10113,2318773,7701,10530,6085,8705,1268,-2333,-3114,2491,-1004,-2539,5074,44,-3823,3085,2146,-1714,-45302.2534003762
1784,178.4,5728,2284011,3138,4122,3083,2062,3019,142,-1749,-1632,-835,2153,-1262,-2425,-1286,518,1327,155,-44607.2041044347
1785,178.5,8517,2327181,10899,8937,7669,9223,-415,4054,-5306,-2396,256,-3213,1966,-684,1801,518,1433,601,-43912.1548084932
1786,178.6,3198,2229954,2391,732,740,3570,1507,885,-1576,-1369,-1632,-1182,2889,-363,-1243,3516,1328,313,-43912.1548084932
1787,178.7,6437,2274512,6902,4062,4358,3514,-4871,-54,458,-420,-382,-1014,60,-1484,-2296,-117,2577,3025,-43912.1548084932
1788,178.8,6570,2268208,5829,4402,6311,4981,-4645,-2853,-2922,265,238,2339,-831,-106,3233,-32,982,1563,-43912.1548084932
1789,178.9,11542,2250278,9129,7327,7500,7896,1122,2166,4052,3447,-879,2846,-326,-855,937,30,2555,-206,-43912.1548084932
1790,179,6926,2260618,9512,5025,2230,2937,-834,637,375,1583,-1822,-487,-395,1612,-2195,974,1335,-315,-43912.1548084932
1791,179.1,1086,2322573,2149,-567,-1893,4210,1382,1257,-34,331,-1670,935,1229,-1335,301,1301,-214,2048,-43912.1548084932
1792,179.2,7492,2281759,454,3042,1269,-1268,-853,-1610,2378,1142,4580,-3726,-2317,-583,-2454,3321,87,-880,-43912.1548084932
1793,179.3,4716,2249904,10647,2486,5449,4416,-1096,-2756,-4161,172,659,-847,97,1044,-399,2972,2005,1885,-43912.1548084932
1794,179.4,4729,2251049,8699,5367,5955,4992,839,-1423,-1240,3500,1394,-2462,-375,876,222,-906,-451,-1230,-43564.6301605224
1795,179.5,2667,2233175,4336,1620,4588,1815,911,-1828,2301,3039,2505,754,-459,906,2048,-776,187,-212,-43564.6301605224
1796,179.6,-327,2260807,1802,-420,-695,-2260,1000,1036,-2788,-1242,3898,-2143,110,-2495,492,1071,1374,-5581,-43912.1548084932
1797,179.7,1692,2276870,-494,-633,-2841,-1123,-1416,859,-1818,-2621,-964,-1374,-2217,-4749,234,2341,3830,256,-42522.0562166101
1798,179.8,2169,2300550,6795,4726,4136,2822,-2342,2786,2223,-1447,-3468,-2395,2795,-2854,-41,2112,-1158,-863,-43217.1055125517
1799,179.9,5182,2223133,7311,5413,5192,-75,-1603,-4582,-3335,-3156,-53,-1930,-1039,-1825,173,-1617,2421,-140,-39046.8097369025
1800,180,7122,2172422,3730,627,3184,4236,-2497,820,-563,501,-2671,1091,-2366,4295,3637,822,-443,-93,-39046.8097369025
1801,180.1,5945,2151417,2763,1074,1242,1514,2340,230,451,545,1758,-2108,-516,-2057,815,-1914,-1636,-2031,-30706.2181856043
1802,180.2,1904,2109718,3895,673,769,3273,-1521,-1820,1162,409,4712,-1901,3038,-3504,642,728,-963,196,-30706.2181856043
1803,180.3,7469,2157750,9748,8054,5070,9116,-3676,-3287,3120,-2035,730,-734,-1971,1902,323,427,4350,1452,-27926.0210018382
1804,180.4,3619,2087731,545,2532,-1055,-93,3355,-2004,-1454,255,-2578,1544,426,4103,1987,2409,3099,1201,-20628.0033944523
1805,180.5,5059,2105336,2989,3534,5341,3859,121,-79,-2397,-4236,757,2675,-2895,2335,-2011,1760,3864,-192,-13329.9857870663
1806,180.6,998,1992761,502,189,-530,-1225,-2363,-3783,976,-192,6041,533,861,-2289,-4289,5244,-3815,-1222,-3251.77099591425
1807,180.7,3268,1999975,6696,2374,4774,2180,2131,2036,932,4539,2231,-2301,2688,-5524,-1282,3171,2295,4329,7521.49309117931
1808,180.8,8645,1955819,8316,6135,6537,5661,1384,3839,3843,2045,-2012,1350,707,448,407,-1814,1562,-112,7521.49309117931
1809,180.9,2337,1963783,5479,-243,1220,1573,470,3559,-494,1170,-2440,-3976,1562,3711,-569,391,1050,1369,33238.3170410157
1810,181,3777,2000456,8097,7738,5128,6117,2555,3301,736,2347,1405,3967,-1280,-879,-1558,-809,-2130,-727,45401.6797199922
1811,181.1,6808,2003636,5173,4375,6415,2538,-3005,-2991,-2375,-191,2594,2756,-991,-920,-280,-1569,-37,281,45401.6797199922
1812,181.2,4684,1997021,4298,-1053,5255,494,-2093,-1762,2342,-88,-4908,-1376,-1327,1139,-2423,-2544,-3561,90,62430.3874705596
1813,181.3,538,1947827,-2794,-3910,-961,-744,-5580,694,-3512,-2369,4586,-18,-324,1527,-989,3663,952,388,79806.6198690975
1814,181.4,7384,1940143,3881,2161,2754,1051,-1180,929,-1249,-1681,1839,2308,-1207,2146,-3397,-494,2332,2094,97877.901563577
1815,181.5,8160,1932786,9406,6547,10854,8065,4501,2064,-2451,849,2293,-803,809,2102,3791,3129,1342,266,129155.119880946
1816,181.6,6409,1976228,7400,785,1183,649,4143,-3199,1502,422,1397,-267,1777,-2380,-2079,1223,-414,995,129155.119880946
1817,181.7,-1705,1979791,-1863,-1386,-2417,1151,-2905,3271,3050,-1459,2697,-2002,-5006,-1380,5486,2553,2104,-1087,148268.975519337
1818,181.8,1094,2020276,-1662,-40,-2017,-424,791,1366,2014,-3157,-2370,-2832,-213,913,69,-835,-205,1721,169467.979045554
1819,181.9,8000,1960009,8536,5239,8244,6162,-2839,4039,-1102,-707,172,738,1286,1007,-19,-737,3363,185,189624.408627858
1820,182,3164,1976336,-1060,-3761,3924,2082,-2351,1823,2142,-1095,3282,-3478,2463,1510,3892,3570,2805,1855,213951.133985811
1821,182.1,9294,1973436,9089,2295,5448,6701,578,1393,-119,2132,-1423,-556,2826,445,-810,2283,-657,3697,229937.267792466
1822,182.2,7178,1985776,7129,3796,4886,-354,-2168,-79,2859,-1663,-484,4590,260,-3034,-923,1939,1520,-2111,229937.267792466
1823,182.3,4523,2015357,4348,817,4636,196,1108,-2442,1322,-3291,2272,-1711,-902,-204,-2918,-1428,-1043,-2948,279633.292452285
1824,182.4,3705,1992258,5947,957,3815,-777,317,-3630,-678,-489,-2672,-1455,1961,634,-701,6749,4312,2541,279633.292452285
1825,182.5,67,2034585,328,-3922,-2131,597,782,-1303,-1660,4083,-1815,1578,-2838,-1144,2527,2859,2221,793,331761.989647899
1826,182.6,-73,1987659,-448,567,3084,-2666,-2285,-121,-2695,-910,-1674,1561,-447,1724,566,-769,2202,2700,331761.989647899
1827,182.7,3888,2019030,5246,2870,5280,95,229,-569,-1076,-4277,484,-604,2271,2569,-472,3888,4151,-1509,354003.567118028
1828,182.8,1947,2014689,2278,1425,989,2692,1120,148,-667,1446,992,356,2103,331,-2512,3422,2827,4580,383890.686843513
1829,182.9,1105,2009796,-282,-807,1362,-1165,-355,517,-4013,-837,1747,-2018,1943,1123,1329,-1478,3239,1294,442274.827702601
1830,183,-2622,2037650,-696,-2606,-4570,-1646,-2173,73,-3161,-2889,-343,-1762,2892,-1298,1667,673,-2728,1057,442274.827702601
1831,183.1,1357,2052265,6740,4648,2896,627,-1030,2606,-1150,-3789,1502,-1458,3051,1788,2953,1292,2557,-1847,466254.028412583
1832,183.2,-1665,2060848,3004,1925,467,-624,3443,-1106,1772,-3777,434,3477,1623,-426,2180,2895,480,681,488843.130530683
1833,183.3,1647,2038047,2027,1812,2552,2816,1106,-2243,2225,-3062,883,2142,-1247,-2207,-5996,4517,-4175,-1632,518382.725608197
1834,183.4,5980,2051902,1095,-581,276,-14,-1188,1398,481,4321,1414,-3,-193,1762,1148,902,1771,-52,518382.725608197
1835,183.5,5171,2029895,3430,1803,1665,4359,-3455,1610,-478,2833,-1272,-604,-2159,3478,-166,6120,1097,2663,546532.222093829
1836,183.6,6878,2084063,5576,2616,2315,7726,2177,-323,-4251,2123,1216,-677,-6310,7301,291,3378,3605,444,583717.3594267
1837,183.7,715,2094919,2194,48,-1633,6798,-4630,-2570,-872,745,6923,-485,1056,14262,2511,8420,3443,1714,606653.986192771
1838,183.8,1866,2150515,2040,-748,-339,4089,-2313,-132,790,-757,-721,-4415,-3494,35774,1421,9644,8230,1935,625767.841831162
1839,183.9,2128,2078578,-632,2493,-333,6921,-648,5643,-1572,1296,1832,1086,869,72495,596,20053,15569,4550,625767.841831162
1840,184,5637,2085714,2256,3839,2688,11836,-2057,47102,4530,6240,-320,-1029,7168,189329,4109,61942,37180,15587,645924.271413467
1841,184.1,6663,2077042,3746,3155,-1235,11403,1264,248033,48455,72205,11461,10620,30382,850476,36437,332164,188418,93013,663648.028459975
1842,184.2,5431,2132737,4153,5376,1874,13615,413,702781,190610,234434,58053,70782,141698,3132210,202554,1182463,674128,389180,677201.489730835
1843,184.3,6369,2152525,6375,1965,3547,17731,-1883,1634682,467049,547090,170546,218752,384363,7550622,466669,2870791,1667737,1029558,701528.215088788
1844,184.4,6306,2174697,4602,5194,3388,18866,-2503,2691813,831050,893695,295859,408178,731916,11066100,689206,4469717,2782178,1763254,701528.215088788
1845,184.5,5258,2184569,10271,9353,5525,22268,-398,3261749,1037241,1081007,368912,524194,939731,11362650,689725,4488872,2907748,1841243,711953.954527911
1846,184.6,8410,2143719,20180,14026,12785,32001,-504,2605780,782803,850428,281227,394802,693576,10463315,605870,3834961,2617212,1591152,711953.954527911
1847,184.7,11842,2162574,15670,12565,13436,25731,-490,2205840,645717,714098,233312,311408,563780,10369322,588982,3738173,2610649,1557313,711953.954527911
1848,184.8,-299,2158711,8013,7254,7132,18853,293,1902874,552820,626859,199289,271202,464710,10103106,574540,3641839,2541466,1519974,711953.954527911
1849,184.9,5400,2167087,12722,11331,9812,24842,2820,1645427,470441,539462,173047,227394,397157,9677892,551735,3498551,2376568,1414190,711953.954527911
1850,185,1616,2168301,10225,12765,11530,27467,-1786,1509824,427050,509181,162324,201023,358633,9379624,544184,3401108,2291763,1350679,711953.954527911
1851,185.1,7351,2207947,12790,11382,10071,29139,-460,1479784,412959,489834,156791,195444,346155,8856213,515180,3182872,2097164,1235737,711953.954527911
1852,185.2,6302,2194038,8710,10508,8961,26442,4558,1402844,390136,467902,144322,180813,319614,8112980,472029,2864026,1868390,1094969,711953.954527911
1853,185.3,6454,2178203,14215,12415,9475,30986,560,1281000,366101,438695,135273,167059,292114,7395646,427504,2596230,1679637,984704,711953.954527911
1854,185.4,9021,2190257,11264,8968,6051,28267,-1112,1224260,340650,419103,133097,157366,276598,6707139,393108,2326399,1498114,856308,711953.954527911
1855,185.5,4402,2146648,6303,8646,4701,28865,950,1172278,325623,396218,119997,153058,261358,6122368,362938,2115104,1354472,781700,711953.954527911
1856,185.6,3460,2233655,5884,6968,3433,28358,9,1185368,328919,409743,123390,148649,262041,5658345,334675,1932847,1232630,717218,711953.954527911
1857,185.7,6619,2196765,11383,11226,10279,31310,-1458,1223768,341996,411808,126411,153631,267204,5198589,311943,1770734,1126240,644957,711953.954527911
1858,185.8,4898,2261129,3611,6187,5056,23401,1341,1290308,362097,437062,136338,170297,293639,4627897,282155,1547421,974436,573138,711953.954527911
1859,185.9,7954,2130847,12001,10380,5695,27134,-707,1347259,380532,454195,140405,175168,313526,4022783,251136,1345060,848700,491148,711953.954527911
1860,186,1846,2180320,6345,7595,803,23890,648,1435915,408383,482713,144477,190240,331112,3373998,208973,1120848,700942,414237,711953.954527911
1861,186.1,3084,2160728,10029,5117,9558,25477,-2320,1485020,425534,495335,160861,197857,344815,2752676,176495,914007,564565,339237,711953.954527911
1862,186.2,5080,2198314,14123,11523,8401,28104,1546,1467142,420197,495600,156521,194752,342243,2216617,144858,741625,439991,265815,711953.954527911
1863,186.3,5094,2219857,13804,8865,9543,30142,3106,1357235,383392,450658,141741,174367,304936,1786244,119546,589877,350801,220324,711953.954527911
1864,186.4,3625,2189951,14897,10654,8401,28732,2075,1093399,308408,373106,114618,140333,245196,1467675,102397,496434,292246,182991,711953.954527911
1865,186.5,5289,2216831,10858,9869,12193,29385,379,836953,233544,297694,89156,108481,184472,1206163,85753,413447,245255,156107,711953.954527911
1866,186.6,7763,2168321,16671,11780,11551,30701,837,670563,186006,236942,72991,85856,144292,1033052,75148,347612,211988,128600,711953.954527911
1867,186.7,3870,2178247,13746,10506,8524,23062,1260,526747,145880,184001,55512,66787,108287,870877,67744,306264,187576,113487,711953.954527911
1868,186.8,5782,2160249,11526,9792,7782,27093,-2612,413593,112285,148173,44980,51830,88188,767949,54498,273220,167407,99627,711953.954527911
1869,186.9,8399,2184289,11069,7673,9948,32768,1062,333788,86154,120702,36199,39585,63880,692944,49435,253157,162962,93422,711953.954527911
1870,187,2943,2181213,6705,5953,5454,26213,-2263,255487,70106,97652,29422,36263,53416,623358,47758,228004,145051,82440,711953.954527911
1871,187.1,3039,2202359,5501,2276,2115,25069,2145,201860,54130,72802,25631,24923,38388,578108,37383,215958,138146,77412,711953.954527911
1872,187.2,12513,2187353,7801,5614,6506,31329,2100,152064,42140,57907,14259,16478,31885,545879,36498,196210,131018,74081,711953.954527911
1873,187.3,8092,2171507,12200,10076,10547,31464,-239,118662,34572,42581,13388,11300,25268,514795,38597,191338,124775,69001,711953.954527911
1874,187.4,-273,2195072,4466,-36,2979,23871,279,96858,29281,31522,9290,12449,19174,491647,37411,192468,121934,67342,711953.954527911
1875,187.5,2941,2115545,2840,2829,1630,25835,2240,73491,20715,28131,7302,11614,12085,474078,33908,178222,126538,67312,711953.954527911
1876,187.6,8397,2206958,7217,6024,5437,28994,36,62212,13687,23083,11628,8974,10143,455373,35050,178398,116384,62898,711953.954527911
1877,187.7,6502,2183723,2216,3391,-175,22720,-1576,51925,14583,22341,8058,7322,10467,439096,34156,169414,113996,58214,711953.954527911
1878,187.8,-1595,2246893,2175,-2140,-2354,18955,1013,46340,15406,17436,4688,7658,9852,417714,32645,160186,105482,56483,711953.954527911
1879,187.9,3833,2153490,5997,4347,2716,23338,-1412,39856,9889,14573,4288,5873,6364,408065,31208,158604,111730,56210,711953.954527911
1880,188,-1852,2178800,-1628,-869,-1880,18968,931,32936,12400,12396,6078,6426,8962,388584,27965,146952,105813,54958,711953.954527911
1881,188.1,11298,2128543,10129,8573,8781,29329,-652,31258,8073,11174,3841,4314,9341,381501,29495,141727,108501,48137,711953.954527911
1882,188.2,10012,2158636,8379,10018,8965,32061,-2747,26650,10084,9959,603,7813,8479,375312,30195,144410,97937,53180,711953.954527911
1883,188.3,5684,2182035,9170,4492,6425,31275,2878,19479,7675,8336,3687,4098,3517,361885,26005,139650,99501,49891,711953.954527911
1884,188.4,8445,2177915,10629,10550,11359,30133,561,22387,7724,7019,1439,1512,-30,346448,26980,133343,91941,51268,711953.954527911
1885,188.5,6396,2196806,6753,6502,6244,26998,-3111,20614,1955,6824,2366,1895,3220,341610,23798,129706,92007,49617,711953.954527911
1886,188.6,-280,2139446,2244,5493,-94,24290,1203,16293,2473,6593,1808,3242,1829,329310,23826,134905,86491,46254,711953.954527911
1887,188.7,-398,2165734,-433,-2820,1599,24350,-1251,12931,2952,5053,3887,1684,3925,319173,21297,128643,86081,44181,711953.954527911
1888,188.8,-1699,2158767,4453,1257,989,22702,-1769,14927,3126,7914,1510,3758,3098,314711,20513,127049,86058,43560,711953.954527911
1889,188.9,10897,2166620,13244,9746,10915,32364,204,15781,186,5764,-285,3893,6091,302821,24593,118190,89362,44042,711953.954527911
1890,189,4527,2173065,6413,5512,3233,25636,3213,10686,3315,6368,6207,2883,4166,295205,20661,116061,80624,36426,711953.954527911
1891,189.1,8192,2194133,6035,2053,2270,27683,137,9149,3892,6604,5028,224,5754,290454,19628,111885,78082,40213,711953.954527911
1892,189.2,7231,2172467,4208,2393,3571,26402,-4053,10035,1521,4044,2537,4103,2704,282544,18833,113778,76505,40344,711953.954527911
1893,189.3,2707,2174795,3982,360,2889,23795,-253,10267,3364,5295,-2739,4030,484,279867,20826,109004,71841,38993,711953.954527911
1894,189.4,7138,2150940,6121,3193,3400,29725,-2459,5574,1281,3338,-1936,3037,1367,274197,19490,107074,73948,38190,711953.954527911
1895,189.5,204,2140254,2144,3485,-1136,25081,-726,6612,2072,2124,125,5048,1802,269368,19774,107884,70205,38628,711953.954527911
1896,189.6,4586,2198869,4651,4983,1089,24660,-530,7622,2323,4074,2385,-778,1690,262372,21256,98494,68355,37422,711953.954527911
1897,189.7,4731,2205583,2105,6840,1539,26483,-1533,6224,767,2724,5410,2009,-835,259355,19756,98716,72323,35247,711953.954527911
1898,189.8,9468,2246670,8769,5757,8259,32590,-790,6525,1587,3961,3582,-547,-2388,246504,19087,98788,67193,34911,711953.954527911
1899,189.9,11420,2138894,11683,11401,8491,31069,562,4086,3103,3769,7026,2224,1942,249450,15206,90288,65563,34374,711953.954527911
1900,190,2527,2170626,6454,3156,-738,23931,2865,2877,3400,1686,577,1488,-23,244751,13048,92518,64888,33119,711953.954527911
1901,190.1,9363,2163699,8509,8549,7554,30016,-1109,5445,2696,1558,2123,-572,1129,235648,16916,91844,60313,32353,711953.954527911
1902,190.2,6586,2164853,6992,4227,7124,30918,-3187,2776,-808,2392,4622,3021,1503,232008,18161,88785,59688,31791,711953.954527911
1903,190.3,4990,2183738,6257,4878,6122,28334,-1926,5189,-3428,6398,-778,1512,1515,232990,17913,89585,54352,31513,711953.954527911
1904,190.4,3894,2204998,4490,5051,2659,24887,2166,-2968,-188,4961,321,-271,-993,224704,14828,86956,60663,32559,711953.954527911
1905,190.5,5610,2206444,624,880,1160,23249,512,2481,-2279,3610,2975,6519,2676,220480,17668,90459,55099,35619,711953.954527911
1906,190.6,8828,2149779,11651,7344,8182,31831,1223,2993,-1923,2989,4344,2387,-4229,216320,16367,83995,57114,32417,711953.954527911
1907,190.7,1602,2173684,1055,3309,-936,23983,1190,4376,-1686,762,631,-3085,3599,211249,17453,86875,55369,33446,711953.954527911
1908,190.8,2799,2171853,3663,1862,1417,27879,-1780,1386,844,2370,4917,4259,-61,213662,14108,80418,58991,25432,711953.954527911
1909,190.9,561,2163027,1580,880,-2855,22009,838,2171,2623,2774,-1624,3348,-1260,208604,16407,82847,54753,26931,711953.954527911
1910,191,3643,2191165,6318,4243,396,24151,1085,-390,564,-1273,-257,3667,1157,208655,13527,75400,51383,30385,711953.954527911
1911,191.1,5324,2192634,4225,1414,3694,24493,-3648,-208,894,1537,4246,2219,108,200329,12290,77916,52495,31978,711953.954527911
1912,191.2,3214,2177898,9080,3180,5512,24388,3159,1740,1570,-2666,1348,2708,400,196158,13481,75213,52936,28004,711953.954527911
1913,191.3,6077,2171178,8470,3508,2154,30694,2509,3836,-1329,1944,475,-170,4784,198666,15204,75609,48725,30449,711953.954527911
1914,191.4,7312,2174482,7637,8561,7313,28633,515,3442,-135,1322,8998,-1068,-6524,193230,13959,71540,52895,28933,711953.954527911
1915,191.5,895,2154984,2203,6249,3500,27194,-1436,-851,1909,1500,3550,-492,814,192343,12672,73260,46710,28795,711953.954527911
1916,191.6,-880,2234036,-2909,-1883,-5177,22877,-841,1490,-1204,1836,-479,859,-2344,189045,16484,69616,49162,27054,711953.954527911
1917,191.7,4480,2185569,2560,-100,3049,28455,-306,1409,-397,1441,756,3702,2062,184045,12329,71233,47224,23608,711953.954527911
1918,191.8,8891,2281379,5247,2757,5178,28100,2356,-1569,931,3958,-674,8027,-1010,179090,14891,66150,47836,25905,711953.954527911
1919,191.9,8342,2147187,4067,5440,5777,29774,-736,392,747,761,-1473,5183,-2143,179259,12979,67453,46771,24027,711953.954527911
1920,192,1558,2188725,5976,1155,3066,27643,124,-3662,483,3971,3852,2331,-891,175089,13031,66689,48384,24714,711953.954527911
1921,192.1,7537,2162364,9953,5983,1239,27794,-877,1884,-188,-648,1712,4074,-222,177983,13192,68781,45334,25688,711953.954527911
1922,192.2,2292,2190445,4735,1163,2842,26325,-1329,-1479,-317,-879,569,3339,-1594,170764,10276,62433,45384,29400,711953.954527911
1923,192.3,2530,2206358,1595,4138,580,27097,-2799,996,1238,-1746,526,3690,109,174752,11672,64627,44009,25609,711953.954527911
1924,192.4,7425,2197425,502,4457,2267,29702,3562,315,2147,-659,3047,5227,-2307,167607,12551,63281,43570,23188,711953.954527911
1925,192.5,6291,2233929,10539,8185,6631,33815,-1829,1617,-386,2632,740,5778,-3858,158741,14203,60704,44398,28189,711953.954527911
1926,192.6,4258,2162780,5486,7081,5416,29014,-1973,1917,-4295,2256,-1643,-545,-5263,165289,11155,64881,38751,26827,711953.954527911
1927,192.7,5430,2177971,8231,2204,4255,30299,4436,-1770,-3730,-1678,-1406,3547,1278,165823,13684,61754,46128,20874,711953.954527911
1928,192.8,8661,2153414,6467,6015,3788,28407,-404,-6340,-294,1041,3766,494,1458,163846,13818,65278,41961,20870,711953.954527911
